#Data tag : 19v3 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/pb),recorded(/pb)
277127:5107,07/22/16 01:46:10,901,HLT_IsoTkMu24_v3,191.419887781,184.009003510
277148:5108,07/22/16 10:31:04,616,HLT_IsoTkMu24_v3,133.973678377,128.191762293
277166:5109,07/22/16 18:10:23,354,HLT_IsoTkMu24_v3,74.383408313,70.666493871
277168:5109,07/22/16 20:34:53,2220,HLT_IsoTkMu24_v3,330.817796140,318.998364807
277180:5110,07/23/16 13:37:57,141,HLT_IsoTkMu24_v3,33.682040856,31.250413067
277194:5111,07/23/16 18:25:08,1938,HLT_IsoTkMu24_v3,386.460097272,367.175186737
277305:5116,07/25/16 01:23:14,683,HLT_IsoTkMu24_v3,163.032700689,154.261732814
277420:5117,07/25/16 19:44:15,261,HLT_IsoTkMu24_v3,64.664571149,60.844242235
277981:5151,08/01/16 11:54:09,76,HLT_IsoTkMu24_v3,5.009784896,4.600931283
277991:5151,08/01/16 15:45:06,90,HLT_IsoTkMu24_v3,5.296806620,4.753756131
277992:5151,08/01/16 16:23:35,311,HLT_IsoTkMu24_v3,17.825107535,16.938486586
278017:5154,08/01/16 23:26:43,510,HLT_IsoTkMu24_v3,131.804751306,124.854634219
278018:5154,08/02/16 02:52:01,1156,HLT_IsoTkMu24_v3,224.754993431,214.039045466
278167:5161,08/03/16 18:39:02,2167,HLT_IsoTkMu24_v3,328.165563175,314.531691678
278175:5161,08/04/16 08:44:58,88,HLT_IsoTkMu24_v3,9.277254220,9.044695185
278193:5162,08/04/16 12:31:44,155,HLT_IsoTkMu24_v3,36.343378612,34.581050612
278239:5163,08/04/16 23:23:01,663,HLT_IsoTkMu24_v3,141.693118183,133.159929732
278240:5163,08/05/16 03:46:54,1300,HLT_IsoTkMu24_v3,205.044697407,196.849175757
278273:5169,08/05/16 17:37:20,36,HLT_IsoTkMu24_v3,7.176788453,5.851969403
278274:5169,08/05/16 17:55:42,84,HLT_IsoTkMu24_v3,19.333201977,18.018314563
278288:5170,08/05/16 21:11:12,15,HLT_IsoTkMu24_v3,3.737593326,2.873670757
278289:5170,08/05/16 21:18:02,51,HLT_IsoTkMu24_v3,11.211340797,9.452153074
278290:5170,08/05/16 21:42:34,11,HLT_IsoTkMu24_v3,2.614348876,2.421569359
278308:5173,08/06/16 13:00:39,1740,HLT_IsoTkMu24_v3,328.801989051,313.102201295
278310:5173,08/07/16 00:47:36,708,HLT_IsoTkMu24_v3,91.337284006,88.422333085
278315:5179,08/07/16 10:56:52,693,HLT_IsoTkMu24_v3,149.634939899,137.449759493
278345:5181,08/08/16 00:13:39,746,HLT_IsoTkMu24_v3,163.336492991,150.105572778
278346:5181,08/08/16 05:08:15,117,HLT_IsoTkMu24_v3,22.192686224,21.125789319
278349:5181,08/08/16 06:27:06,613,HLT_IsoTkMu24_v3,99.110633013,94.737207242
278366:5181,08/08/16 10:36:47,453,HLT_IsoTkMu24_v3,61.593322822,59.422848201
278406:5183,08/08/16 17:15:50,1597,HLT_IsoTkMu24_v3,312.943141795,296.962078599
278509:5187,08/09/16 18:29:15,1467,HLT_IsoTkMu24_v3,294.742005860,273.441766226
278769:5197,08/13/16 06:38:56,30,HLT_IsoTkMu24_v3,7.798842443,7.207544992
278770:5197,08/13/16 06:54:00,767,HLT_IsoTkMu24_v3,170.946489210,163.785042964
278801:5198,08/13/16 14:43:37,38,HLT_IsoTkMu24_v3,10.118393415,7.802784220
278802:5198,08/13/16 15:01:05,17,HLT_IsoTkMu24_v3,4.030710208,1.706479830
278803:5198,08/13/16 15:10:53,318,HLT_IsoTkMu24_v3,77.296182679,71.465332105
278804:5198,08/13/16 17:20:06,4,HLT_IsoTkMu24_v3,0.911346685,0.747048856
278805:5198,08/13/16 17:23:57,274,HLT_IsoTkMu24_v3,59.097473620,55.420116608
278808:5198,08/13/16 19:25:19,1791,HLT_IsoTkMu24_v3,280.067796432,269.634152178
278820:5199,08/14/16 11:00:51,1517,HLT_IsoTkMu24_v3,298.269702256,286.511292999
278822:5199,08/14/16 21:52:47,1627,HLT_IsoTkMu24_v3,197.309521152,191.158369489
278873:5205,08/15/16 23:25:45,60,HLT_IsoTkMu24_v3,11.252200035,2.011529344
278874:5205,08/15/16 23:51:53,477,HLT_IsoTkMu24_v3,86.949604004,81.773427401
278875:5205,08/16/16 03:01:20,833,HLT_IsoTkMu24_v3,120.213984079,114.871994480
278923:5206,08/16/16 12:16:32,413,HLT_IsoTkMu24_v3,102.909605962,98.543102629
278957:5209,08/16/16 21:31:36,149,HLT_IsoTkMu24_v3,37.726033874,36.164158585
278962:5210,08/17/16 01:08:31,341,HLT_IsoTkMu24_v3,81.732524519,75.976997966
278963:5210,08/17/16 03:24:57,174,HLT_IsoTkMu24_v3,38.538080098,37.047064097
278969:5211,08/17/16 07:16:52,1386,HLT_IsoTkMu24_v3,295.325533437,282.491941636
278975:5211,08/17/16 16:23:16,848,HLT_IsoTkMu24_v3,125.667471934,120.000479166
278976:5211,08/17/16 21:58:16,20,HLT_IsoTkMu24_v3,2.654952431,2.555233406
278986:5213,08/18/16 04:02:59,129,HLT_IsoTkMu24_v3,33.648592206,31.547718910
279024:5219,08/18/16 22:31:53,301,HLT_IsoTkMu24_v3,52.215805993,49.595681552
279029:5219,08/19/16 02:19:40,260,HLT_IsoTkMu24_v3,40.068451658,38.088365375
279071:5222,08/19/16 15:40:07,174,HLT_IsoTkMu24_v3,23.486253215,22.581050882
279080:5223,08/19/16 22:42:50,157,HLT_IsoTkMu24_v3,13.232074036,12.772790221
279115:5229,08/20/16 22:08:09,407,HLT_IsoTkMu24_v3,87.596122860,84.298417622
279116:5229,08/21/16 01:36:03,448,HLT_IsoTkMu24_v3,94.459612186,90.639285447
279479:5247,08/25/16 04:33:24,105,HLT_IsoTkMu24_v3,6.264019902,5.926778960
279588:5251,08/25/16 21:08:11,1160,HLT_IsoTkMu24_v3,236.866957548,228.517079959
279653:5253,08/26/16 14:05:52,181,HLT_IsoTkMu24_v3,45.026377119,43.391596572
279654:5253,08/26/16 15:21:58,1245,HLT_IsoTkMu24_v3,248.402862960,240.382934027
279656:5253,08/26/16 23:49:40,43,HLT_IsoTkMu24_v3,6.732125224,5.683778790
279658:5253,08/27/16 01:35:19,712,HLT_IsoTkMu24_v3,96.052472616,93.394296273
279667:5254,08/27/16 09:08:23,966,HLT_IsoTkMu24_v3,215.828642727,208.731642042
279681:5256,08/27/16 21:57:02,28,HLT_IsoTkMu24_v3,7.254945467,6.669545475
279682:5256,08/27/16 22:11:02,33,HLT_IsoTkMu24_v3,8.599451071,7.775812962
279683:5256,08/27/16 22:32:16,26,HLT_IsoTkMu24_v3,6.702402955,6.362365395
279684:5256,08/27/16 22:46:58,22,HLT_IsoTkMu24_v3,5.548222672,5.302872309
279685:5256,08/27/16 23:07:12,208,HLT_IsoTkMu24_v3,50.022135602,48.417316092
279691:5257,08/28/16 03:41:26,43,HLT_IsoTkMu24_v3,10.244719073,9.655603763
279694:5257,08/28/16 04:03:09,2235,HLT_IsoTkMu24_v3,418.408537161,406.418024415
279715:5258,08/28/16 22:01:34,577,HLT_IsoTkMu24_v3,133.151907299,127.780981794
279716:5258,08/29/16 02:17:06,1638,HLT_IsoTkMu24_v3,262.761483742,255.981981459
279760:5261,08/29/16 20:21:24,655,HLT_IsoTkMu24_v3,158.633956094,153.501771568
279766:5261,08/30/16 01:08:36,1689,HLT_IsoTkMu24_v3,276.274003995,268.330897382
279767:5261,08/30/16 12:08:03,776,HLT_IsoTkMu24_v3,91.848620290,89.813165616
279794:5264,08/30/16 23:41:02,1024,HLT_IsoTkMu24_v3,229.992963594,223.093491877
279823:5265,08/31/16 10:00:39,335,HLT_IsoTkMu24_v3,84.378471728,81.827884397
279841:5266,08/31/16 15:23:17,2040,HLT_IsoTkMu24_v3,392.674269544,380.358689709
279844:5267,09/01/16 07:21:16,224,HLT_IsoTkMu24_v3,59.213231902,56.587892499
279887:5270,09/01/16 23:20:52,316,HLT_IsoTkMu24_v3,76.442157818,73.315951298
279931:5274,09/02/16 11:37:39,2934,HLT_IsoTkMu24_v3,489.984368273,475.315526052
279966:5275,09/03/16 09:20:25,363,HLT_IsoTkMu24_v3,96.966336936,93.010881560
279975:5276,09/03/16 14:45:09,1024,HLT_IsoTkMu24_v3,248.024945766,239.010765750
279993:5277,09/04/16 00:23:27,72,HLT_IsoTkMu24_v3,19.261839462,18.075211084
279994:5277,09/04/16 00:56:48,47,HLT_IsoTkMu24_v3,13.118972615,12.379774533
280013:5277,09/04/16 03:35:47,25,HLT_IsoTkMu24_v3,5.868208722,5.635925249
280015:5277,09/04/16 03:55:19,572,HLT_IsoTkMu24_v3,119.699571081,115.192201866
280016:5277,09/04/16 07:42:16,149,HLT_IsoTkMu24_v3,27.553952521,26.575518877
280017:5277,09/04/16 08:45:47,608,HLT_IsoTkMu24_v3,100.894943358,97.988265529
280018:5277,09/04/16 12:47:05,1281,HLT_IsoTkMu24_v3,163.305581178,159.034296216
280020:5277,09/04/16 21:15:15,45,HLT_IsoTkMu24_v3,4.786649556,4.613516645
280024:5277,09/04/16 21:47:39,427,HLT_IsoTkMu24_v3,42.616591628,41.841049370
280187:5279,09/05/16 20:24:23,57,HLT_IsoTkMu24_v3,14.645086801,13.218199664
280188:5279,09/05/16 20:50:25,245,HLT_IsoTkMu24_v3,64.181141430,61.560219414
280191:5279,09/05/16 22:40:17,897,HLT_IsoTkMu24_v3,185.620696632,178.951487182
280194:5279,09/06/16 06:00:49,238,HLT_IsoTkMu24_v3,37.793482887,36.665471251
280242:5282,09/06/16 15:43:40,625,HLT_IsoTkMu24_v3,153.836093531,147.690347519
280249:5282,09/06/16 19:52:07,1432,HLT_IsoTkMu24_v3,247.137665001,239.160039031
280251:5282,09/07/16 05:14:58,371,HLT_IsoTkMu24_v3,48.430108200,47.175675798
280327:5287,09/08/16 08:23:13,37,HLT_IsoTkMu24_v3,9.545668001,8.719126011
280330:5287,09/08/16 08:46:53,857,HLT_IsoTkMu24_v3,192.892595203,185.776359950
280349:5287,09/08/16 14:27:22,620,HLT_IsoTkMu24_v3,107.651105856,104.128533544
280363:5287,09/08/16 18:47:24,359,HLT_IsoTkMu24_v3,51.706696893,50.013336182
280364:5287,09/08/16 21:09:57,1349,HLT_IsoTkMu24_v3,160.879468190,155.268795506
280383:5288,09/09/16 08:41:13,2,HLT_IsoTkMu24_v3,0.544509489,0.248003534
280384:5288,09/09/16 08:49:12,33,HLT_IsoTkMu24_v3,8.457590852,7.808693195
280385:5288,09/09/16 09:11:36,2012,HLT_IsoTkMu24_v3,378.589590713,364.915779747
281613:5331,09/25/16 06:03:32,795,HLT_IsoTkMu24_v4,11.393837629,9.764134599
281639:5338,09/26/16 07:45:13,132,HLT_IsoTkMu24_v4,20.216005896,18.977254960
281641:5338,09/26/16 09:34:34,319,HLT_IsoTkMu24_v4,40.998947574,39.267577318
281693:5339,09/26/16 16:57:00,2191,HLT_IsoTkMu24_v4,388.911114893,376.118399160
281707:5340,09/27/16 09:47:29,950,HLT_IsoTkMu24_v4,223.776582579,214.550078481
281726:5340,09/27/16 16:14:38,288,HLT_IsoTkMu24_v4,51.084318741,49.352584326
281727:5340,09/27/16 18:10:03,1605,HLT_IsoTkMu24_v4,207.896386662,202.020172099
281797:5345,09/28/16 12:04:48,2052,HLT_IsoTkMu24_v4,412.644375947,397.836480149
281975:5351,09/30/16 03:23:12,215,HLT_IsoTkMu24_v4,58.430529294,53.956630692
281976:5351,09/30/16 04:48:03,2166,HLT_IsoTkMu24_v4,353.469652142,340.010061446
282033:5352,09/30/16 21:30:43,36,HLT_IsoTkMu24_v4,8.952995808,8.255815013
282034:5352,09/30/16 21:48:05,33,HLT_IsoTkMu24_v4,9.332413007,8.631466196
282035:5352,09/30/16 22:03:01,40,HLT_IsoTkMu24_v4,10.934043176,9.405334187
282037:5352,09/30/16 22:24:14,1861,HLT_IsoTkMu24_v4,345.402685524,331.412952485
282092:5355,10/02/16 13:49:37,1784,HLT_IsoTkMu24_v4,306.671233945,296.761528461
282708:5391,10/09/16 08:39:30,8,HLT_IsoTkMu24_v4,2.498433886,2.118367301
282710:5391,10/09/16 08:49:08,3,HLT_IsoTkMu24_v4,0.877109950,0.346457796
282712:5391,10/09/16 09:00:13,60,HLT_IsoTkMu24_v4,17.518234375,16.682537124
282730:5393,10/09/16 12:41:53,76,HLT_IsoTkMu24_v4,22.277456292,20.382034630
282731:5393,10/09/16 13:13:59,172,HLT_IsoTkMu24_v4,50.284580639,47.479404889
282732:5393,10/09/16 14:23:16,69,HLT_IsoTkMu24_v4,18.810708458,18.071781853
282733:5393,10/09/16 14:52:26,177,HLT_IsoTkMu24_v4,44.847885121,43.147575481
282734:5393,10/09/16 16:03:11,327,HLT_IsoTkMu24_v4,73.118677326,70.460004019
282735:5393,10/09/16 18:12:39,1819,HLT_IsoTkMu24_v4,277.331066775,269.529473990
282800:5394,10/10/16 14:17:15,377,HLT_IsoTkMu24_v4,97.228792280,93.579664969
282807:5394,10/10/16 16:48:03,326,HLT_IsoTkMu24_v4,74.464282033,70.562619168
282814:5394,10/10/16 18:58:58,1843,HLT_IsoTkMu24_v4,284.967120541,276.224384230
282842:5395,10/11/16 10:34:00,80,HLT_IsoTkMu24_v4,24.493131867,23.509443955
282917:5401,10/12/16 01:27:07,74,HLT_IsoTkMu24_v4,18.897093287,17.965019093
282918:5401,10/12/16 02:00:22,51,HLT_IsoTkMu24_v4,13.436091394,12.877857317
282919:5401,10/12/16 02:23:36,243,HLT_IsoTkMu24_v4,59.354125541,57.230808676
282922:5401,10/12/16 05:09:33,131,HLT_IsoTkMu24_v4,27.364405810,25.520575381
282923:5401,10/12/16 06:04:20,219,HLT_IsoTkMu24_v4,42.498848385,40.480205835
283042:5405,10/12/16 22:38:59,6,HLT_IsoTkMu24_v4,1.601212424,1.419220327
283043:5405,10/12/16 22:44:16,517,HLT_IsoTkMu24_v4,121.912995121,116.699469199
283049:5406,10/13/16 05:05:17,12,HLT_IsoTkMu24_v4,3.893136820,3.132359689
283050:5406,10/13/16 05:13:23,212,HLT_IsoTkMu24_v4,62.034816204,57.939220087
283052:5406,10/13/16 06:45:19,111,HLT_IsoTkMu24_v4,30.192632620,28.777008251
283059:5406,10/13/16 08:00:56,450,HLT_IsoTkMu24_v4,102.980077647,98.777845156
283270:5416,10/14/16 18:39:48,1833,HLT_IsoTkMu24_v4,394.492218341,381.443761708
283283:5416,10/15/16 06:37:08,1744,HLT_IsoTkMu24_v4,202.358246962,197.444168983
283305:5418,10/15/16 21:41:13,7,HLT_IsoTkMu24_v4,2.150283544,1.390518853
283306:5418,10/15/16 21:46:57,289,HLT_IsoTkMu24_v4,80.245548148,76.859026835
283307:5418,10/15/16 23:43:44,454,HLT_IsoTkMu24_v4,104.747886401,100.279861203
283308:5418,10/16/16 02:46:26,945,HLT_IsoTkMu24_v4,166.548423296,160.330324851
283353:5421,10/16/16 19:55:17,743,HLT_IsoTkMu24_v4,198.012479657,191.087631224
283358:5421,10/17/16 00:50:19,980,HLT_IsoTkMu24_v4,181.386035930,172.284537681
283359:5421,10/17/16 07:15:19,428,HLT_IsoTkMu24_v4,62.279356000,60.804580885
283407:5423,10/17/16 21:54:07,33,HLT_IsoTkMu24_v4,10.928019384,9.814026311
283408:5423,10/17/16 22:10:43,2344,HLT_IsoTkMu24_v4,473.086559530,457.018851149
283416:5423,10/18/16 15:16:09,195,HLT_IsoTkMu24_v4,22.238604773,21.628328874
283453:5424,10/18/16 19:07:49,455,HLT_IsoTkMu24_v4,128.643084189,123.278367350
283469:5426,10/19/16 01:09:36,1,HLT_IsoTkMu24_v4,0.333932827,0.031237036
283478:5427,10/19/16 04:13:19,874,HLT_IsoTkMu24_v4,218.374176156,210.230131545
283548:5433,10/19/16 22:58:39,144,HLT_IsoTkMu24_v4,27.351074019,26.451260162
283680:5437,10/21/16 03:17:51,81,HLT_IsoTkMu24_v4,19.704505346,18.937475938
283681:5437,10/21/16 03:56:07,17,HLT_IsoTkMu24_v4,4.014517433,3.813224243
283682:5437,10/21/16 04:08:38,384,HLT_IsoTkMu24_v4,82.551060832,80.063189918
283685:5437,10/21/16 06:40:48,314,HLT_IsoTkMu24_v4,21.533450473,20.432302602
283820:5439,10/21/16 20:48:18,1482,HLT_IsoTkMu24_v4,267.780170453,259.057765452
283830:5439,10/22/16 06:27:24,722,HLT_IsoTkMu24_v4,105.118210243,102.254914808
283834:5439,10/22/16 11:11:28,81,HLT_IsoTkMu24_v4,10.257279447,9.009585103
283835:5439,10/22/16 11:45:28,111,HLT_IsoTkMu24_v4,12.980169221,11.312988905
283865:5441,10/22/16 17:30:09,1177,HLT_IsoTkMu24_v4,273.498407591,264.403139129
283876:5442,10/23/16 03:38:50,657,HLT_IsoTkMu24_v4,170.093670297,163.762579885
283877:5442,10/23/16 07:59:53,1496,HLT_IsoTkMu24_v4,253.599756032,245.684055834
283884:5443,10/23/16 23:44:05,404,HLT_IsoTkMu24_v4,106.663896517,101.925204006
283885:5443,10/24/16 02:25:30,1723,HLT_IsoTkMu24_v4,298.906868064,290.452170240
283933:5446,10/24/16 18:32:31,145,HLT_IsoTkMu24_v4,42.253313339,40.330644227
283934:5446,10/24/16 19:33:15,1258,HLT_IsoTkMu24_v4,279.757027386,269.462782302
283946:5448,10/25/16 07:30:41,1377,HLT_IsoTkMu24_v4,311.777625686,300.188316800
283964:5448,10/25/16 16:29:30,388,HLT_IsoTkMu24_v4,60.551018566,58.697972977
284006:5450,10/26/16 01:53:26,318,HLT_IsoTkMu24_v4,59.728266770,57.690296605
284014:5450,10/26/16 03:59:16,266,HLT_IsoTkMu24_v4,49.125750539,47.826032787
284025:5451,10/26/16 08:56:43,48,HLT_IsoTkMu24_v4,12.617985435,12.192594717
284029:5451,10/26/16 09:19:00,112,HLT_IsoTkMu24_v4,31.774694488,29.940882682
284035:5451,10/26/16 10:04:52,360,HLT_IsoTkMu24_v4,90.600429723,87.614551580
284036:5451,10/26/16 12:28:09,346,HLT_IsoTkMu24_v4,74.789601989,71.719298502
284037:5451,10/26/16 14:48:03,340,HLT_IsoTkMu24_v4,64.361637807,62.387614249
284038:5451,10/26/16 17:02:16,55,HLT_IsoTkMu24_v4,9.705896010,9.103983831
284039:5451,10/26/16 17:27:02,30,HLT_IsoTkMu24_v4,5.198005446,4.797111668
284040:5451,10/26/16 17:42:18,33,HLT_IsoTkMu24_v4,5.652544338,5.446855482
284041:5451,10/26/16 17:59:11,44,HLT_IsoTkMu24_v4,7.222186386,6.812087799
284042:5451,10/26/16 18:23:53,129,HLT_IsoTkMu24_v4,20.592252915,19.699817440
284043:5451,10/26/16 19:17:23,220,HLT_IsoTkMu24_v4,32.452211417,31.711872933
284044:5451,10/26/16 20:46:05,30,HLT_IsoTkMu24_v4,4.372171709,4.286644745
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/pb),totrecorded(/pb)
#HLT_IsoMu24_v1,23,66,29602,2852.185685797,2735.957383526
#HLT_IsoMu24_v2,89,241,155153,25600.137194482,24531.633729393
#HLT_IsoMu24_v4,32,86,47447,8985.408548670,8650.628380028
#HLT_IsoTkMu24_v1,23,66,29602,2852.185685797,2735.957383526
#HLT_IsoTkMu24_v2,11,37,23075,3134.618963429,3010.877158810
#HLT_IsoTkMu24_v3,78,204,132078,22465.518231054,21520.756570583
#HLT_IsoTkMu24_v4,32,86,47447,8985.408548670,8650.628380028
#
#Sum delivered  : 74875.462857899
#Sum recorded : 71836.438985895
#Check JSON:
#(run,ls) in json but not in results: []
