#Data tag : 19v3 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/pb),recorded(/pb)
280020:5277,09/04/16 21:15:15,45,HLT_ZeroBias_v4,0.000002007,0.000001934
280024:5277,09/04/16 21:47:39,427,HLT_ZeroBias_v4,0.000017866,0.000017541
280187:5279,09/05/16 20:24:23,57,HLT_ZeroBias_v4,0.000006132,0.000005534
280188:5279,09/05/16 20:50:25,245,HLT_ZeroBias_v4,0.000026871,0.000025774
280191:5279,09/05/16 22:40:17,897,HLT_ZeroBias_v4,0.000077768,0.000074974
280194:5279,09/06/16 06:00:49,238,HLT_ZeroBias_v4,0.000015843,0.000015370
280242:5282,09/06/16 15:43:40,625,HLT_ZeroBias_v4,0.000064408,0.000061835
280249:5282,09/06/16 19:52:07,1432,HLT_ZeroBias_v4,0.000103602,0.000100258
280251:5282,09/07/16 05:14:58,371,HLT_ZeroBias_v4,0.000020304,0.000019778
280327:5287,09/08/16 08:23:13,37,HLT_ZeroBias_v4,0.000003997,0.000003651
280330:5287,09/08/16 08:46:53,857,HLT_ZeroBias_v4,0.000080779,0.000077799
280349:5287,09/08/16 14:27:22,620,HLT_ZeroBias_v4,0.000045131,0.000043654
280363:5287,09/08/16 18:47:24,359,HLT_ZeroBias_v4,0.000021677,0.000020967
280364:5287,09/08/16 21:09:57,1349,HLT_ZeroBias_v4,0.000067446,0.000065094
280383:5288,09/09/16 08:41:13,2,HLT_ZeroBias_v4,0.000000228,0.000000104
280384:5288,09/09/16 08:49:12,33,HLT_ZeroBias_v4,0.000003541,0.000003269
280385:5288,09/09/16 09:11:36,2012,HLT_ZeroBias_v4,0.000158637,0.000152908
281613:5331,09/25/16 06:03:32,795,HLT_ZeroBias_v4,0.000065734,0.000056583
281639:5338,09/26/16 07:45:13,132,HLT_ZeroBias_v4,0.000015511,0.000014560
281641:5338,09/26/16 09:34:34,319,HLT_ZeroBias_v4,0.000048770,0.000046615
281693:5339,09/26/16 16:57:00,2191,HLT_ZeroBias_v4,0.000240903,0.000233138
281707:5340,09/27/16 09:47:29,950,HLT_ZeroBias_v4,0.000108252,0.000103845
281726:5340,09/27/16 16:14:38,288,HLT_ZeroBias_v4,0.000042833,0.000041381
281727:5340,09/27/16 18:10:03,1605,HLT_ZeroBias_v4,0.000120765,0.000117432
281797:5345,09/28/16 12:04:48,2052,HLT_ZeroBias_v4,0.000255932,0.000247182
281975:5351,09/30/16 03:23:12,215,HLT_ZeroBias_v4,0.000024464,0.000022591
281976:5351,09/30/16 04:48:03,2166,HLT_ZeroBias_v4,0.000195957,0.000188790
282033:5352,09/30/16 21:30:43,36,HLT_ZeroBias_v4,0.000003748,0.000003457
282034:5352,09/30/16 21:48:05,33,HLT_ZeroBias_v4,0.000003907,0.000003614
282035:5352,09/30/16 22:03:01,40,HLT_ZeroBias_v4,0.000004578,0.000003938
282037:5352,09/30/16 22:24:14,1861,HLT_ZeroBias_v4,0.000205255,0.000196883
282092:5355,10/02/16 13:49:37,1784,HLT_ZeroBias_v4,0.000201074,0.000194746
282708:5391,10/09/16 08:39:30,8,HLT_ZeroBias_v4,0.000001046,0.000000887
282710:5391,10/09/16 08:49:08,3,HLT_ZeroBias_v4,0.000055084,0.000021758
282712:5391,10/09/16 09:00:13,60,HLT_ZeroBias_v4,0.000007335,0.000006985
282730:5393,10/09/16 12:41:53,76,HLT_ZeroBias_v4,0.000009327,0.000008534
282731:5393,10/09/16 13:13:59,172,HLT_ZeroBias_v4,0.000021053,0.000019879
282732:5393,10/09/16 14:23:16,69,HLT_ZeroBias_v4,0.000007876,0.000007566
282733:5393,10/09/16 14:52:26,177,HLT_ZeroBias_v4,0.000018777,0.000018065
282734:5393,10/09/16 16:03:11,327,HLT_ZeroBias_v4,0.000030613,0.000029500
282735:5393,10/09/16 18:12:39,1819,HLT_ZeroBias_v4,0.000190664,0.000185335
282800:5394,10/10/16 14:17:15,377,HLT_ZeroBias_v4,0.000040708,0.000039180
282807:5394,10/10/16 16:48:03,326,HLT_ZeroBias_v4,0.000031177,0.000029543
282814:5394,10/10/16 18:58:58,1843,HLT_ZeroBias_v4,0.000187181,0.000181311
282842:5395,10/11/16 10:34:00,80,HLT_ZeroBias_v4,0.000010255,0.000009843
282917:5401,10/12/16 01:27:07,74,HLT_ZeroBias_v4,0.000007912,0.000007522
282918:5401,10/12/16 02:00:22,51,HLT_ZeroBias_v4,0.000005625,0.000005392
282919:5401,10/12/16 02:23:36,243,HLT_ZeroBias_v4,0.000024850,0.000023961
282922:5401,10/12/16 05:09:33,131,HLT_ZeroBias_v4,0.000012228,0.000011390
282923:5401,10/12/16 06:04:20,219,HLT_ZeroBias_v4,0.000035634,0.000033941
283042:5405,10/12/16 22:38:59,6,HLT_ZeroBias_v4,0.000100560,0.000089130
283043:5405,10/12/16 22:44:16,517,HLT_ZeroBias_v4,0.000051043,0.000048860
283049:5406,10/13/16 05:05:17,12,HLT_ZeroBias_v4,0.000001630,0.000001311
283050:5406,10/13/16 05:13:23,212,HLT_ZeroBias_v4,0.000025973,0.000024258
283052:5406,10/13/16 06:45:19,111,HLT_ZeroBias_v4,0.000012641,0.000012048
283059:5406,10/13/16 08:00:56,450,HLT_ZeroBias_v4,0.000043116,0.000041356
283270:5416,10/14/16 18:39:48,1833,HLT_ZeroBias_v4,0.000223571,0.000216349
283283:5416,10/15/16 06:37:08,1744,HLT_ZeroBias_v4,0.000084836,0.000082775
283305:5418,10/15/16 21:41:13,7,HLT_ZeroBias_v4,0.000000900,0.000000582
283306:5418,10/15/16 21:46:57,289,HLT_ZeroBias_v4,0.000033597,0.000032179
283307:5418,10/15/16 23:43:44,454,HLT_ZeroBias_v4,0.000043856,0.000041985
283308:5418,10/16/16 02:46:26,945,HLT_ZeroBias_v4,0.000131835,0.000126867
283353:5421,10/16/16 19:55:17,743,HLT_ZeroBias_v4,0.000082904,0.000080005
283358:5421,10/17/16 00:50:19,980,HLT_ZeroBias_v4,0.000133176,0.000126151
283359:5421,10/17/16 07:15:19,428,HLT_ZeroBias_v4,0.000048943,0.000047796
283407:5423,10/17/16 21:54:07,33,HLT_ZeroBias_v4,0.000004575,0.000004109
283408:5423,10/17/16 22:10:43,2344,HLT_ZeroBias_v4,0.000271213,0.000262512
283416:5423,10/18/16 15:16:09,195,HLT_ZeroBias_v4,0.000009323,0.000009067
283453:5424,10/18/16 19:07:49,455,HLT_ZeroBias_v4,0.000053860,0.000051614
283469:5426,10/19/16 01:09:36,1,HLT_ZeroBias_v4,0.000000140,0.000000013
283478:5427,10/19/16 04:13:19,874,HLT_ZeroBias_v4,0.000091429,0.000088019
283548:5433,10/19/16 22:58:39,144,HLT_ZeroBias_v4,0.000012268,0.000011839
283680:5437,10/21/16 03:17:51,81,HLT_ZeroBias_v4,0.000008250,0.000007929
283681:5437,10/21/16 03:56:07,17,HLT_ZeroBias_v4,0.000001681,0.000001597
283682:5437,10/21/16 04:08:38,384,HLT_ZeroBias_v4,0.000037813,0.000036604
283685:5437,10/21/16 06:40:48,314,HLT_ZeroBias_v4,0.000017568,0.000017047
283820:5439,10/21/16 20:48:18,1482,HLT_ZeroBias_v4,0.000224525,0.000217212
283830:5439,10/22/16 06:27:24,722,HLT_ZeroBias_v4,0.000088138,0.000085738
283834:5439,10/22/16 11:11:28,81,HLT_ZeroBias_v4,0.000008600,0.000007554
283835:5439,10/22/16 11:45:28,111,HLT_ZeroBias_v4,0.000010883,0.000009486
283865:5441,10/22/16 17:30:09,1177,HLT_ZeroBias_v4,0.000229069,0.000221451
283876:5442,10/23/16 03:38:50,657,HLT_ZeroBias_v4,0.000142430,0.000137129
283877:5442,10/23/16 07:59:53,1496,HLT_ZeroBias_v4,0.000212577,0.000205942
283884:5443,10/23/16 23:44:05,404,HLT_ZeroBias_v4,0.000089316,0.000085348
283885:5443,10/24/16 02:25:30,1723,HLT_ZeroBias_v4,0.000250517,0.000243431
283933:5446,10/24/16 18:32:31,145,HLT_ZeroBias_v4,0.000035381,0.000033771
283934:5446,10/24/16 19:33:15,1258,HLT_ZeroBias_v4,0.000234345,0.000225721
283946:5448,10/25/16 07:30:41,1377,HLT_ZeroBias_v4,0.000261162,0.000251453
283964:5448,10/25/16 16:29:30,388,HLT_ZeroBias_v4,0.000050770,0.000049216
284006:5450,10/26/16 01:53:26,318,HLT_ZeroBias_v4,0.000050073,0.000048365
284014:5450,10/26/16 03:59:16,266,HLT_ZeroBias_v4,0.000041190,0.000040101
284025:5451,10/26/16 08:56:43,48,HLT_ZeroBias_v4,0.000010566,0.000010210
284029:5451,10/26/16 09:19:00,112,HLT_ZeroBias_v4,0.000026607,0.000025071
284035:5451,10/26/16 10:04:52,360,HLT_ZeroBias_v4,0.000075865,0.000073365
284036:5451,10/26/16 12:28:09,346,HLT_ZeroBias_v4,0.000062626,0.000060055
284037:5451,10/26/16 14:48:03,340,HLT_ZeroBias_v4,0.000053964,0.000052309
284038:5451,10/26/16 17:02:16,55,HLT_ZeroBias_v4,0.000008138,0.000007633
284039:5451,10/26/16 17:27:02,30,HLT_ZeroBias_v4,0.000004358,0.000004022
284040:5451,10/26/16 17:42:18,33,HLT_ZeroBias_v4,0.000004739,0.000004567
284041:5451,10/26/16 17:59:11,44,HLT_ZeroBias_v4,0.000006056,0.000005712
284042:5451,10/26/16 18:23:53,129,HLT_ZeroBias_v4,0.000017266,0.000016518
284043:5451,10/26/16 19:17:23,220,HLT_ZeroBias_v4,0.000027210,0.000026589
284044:5451,10/26/16 20:46:05,30,HLT_ZeroBias_v4,0.000003666,0.000003594
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/pb),totrecorded(/pb)
#HLT_ZeroBias_v2,23,66,29641,0.009552631,0.009130777
#HLT_ZeroBias_v3,19,72,38302,0.004421863,0.004211920
#HLT_ZeroBias_v4,102,255,164298,0.016437437,0.015705665
#
#Sum delivered  : 0.030411931
#Sum recorded : 0.029048362
#Check JSON:
#(run,ls) in json but not in results: []
